strategy,total_trades,total_return,avg_return,median_return,std_return,sharpe_ratio,win_rate,max_drawdown,profit_loss_ratio,max_gain,max_loss
AI-1天,60,17.47384690297468,0.29123078171624467,-0.11194908356653438,5.142300876225715,0.056634333292842794,48.333333333333336,-38.111515838816665,1.2263096186743754,11.537302124564143,-12.685036371359008
随机-1天,60,-1.5790088327196061,-0.0263168138786601,0.1266283824756506,1.5878075033946382,-0.016574310061135442,56.666666666666664,-11.281760113984856,0.7318667009051726,3.314376146006926,-4.881971343971866
AI-3天,60,43.99680961040863,0.7332801601734772,0.16410143670276128,9.714952148953186,0.07547954420470206,50.0,-84.96882894837329,1.2056531318920614,20.74818824733174,-18.335806952645374
随机-3天,60,18.22794038407175,0.30379900640119584,0.4684798666175369,2.6641793090533956,0.114030990845409,53.333333333333336,-26.69909846540361,1.1481875372689945,7.090557513366912,-5.325685165927485
AI-5天,60,89.82476778998667,1.4970794631664444,0.6025482378180999,12.609793367401865,0.11872355236499044,55.00000000000001,-94.29604659900872,1.1010597980260022,38.4005275461823,-27.163417457152246
随机-5天,60,-5.128897768063038,-0.0854816294677173,-0.45465725949502955,3.101271853154902,-0.027563410599028088,43.333333333333336,-34.331177478204104,1.2186178297542187,9.338014156722718,-6.127133895293132
AI-10天,60,114.46740358213539,1.9077900597022566,1.3196396881159647,12.361725687901432,0.15433039915854413,55.00000000000001,-114.35875995503469,1.2168928423961156,34.84596074422331,-24.324554569681606
随机-10天,60,108.18067702567372,1.8030112837612287,2.582872092878384,5.0737775122121125,0.35535875970547537,61.66666666666667,-29.111656259311967,1.4418759145243278,11.648553446374583,-10.341131194523836
