date,type,stock,shares,price,amount,pnl,return
2026-01-21,BUY,SZSE.301171,839,59.59,49996.01,,
2026-01-22,BUY,SHSE.601179,3234,15.46,49997.64,,
2026-01-22,BUY,SZSE.002716,3333,15.0,49995.0,,
2026-01-22,BUY,SHSE.688525,266,187.8,49954.8,,
2026-01-22,BUY,SZSE.000657,1176,42.51,49991.759999999995,,
2026-01-23,BUY,SHSE.688525,268,186.46,49971.28,,
2026-01-23,BUY,SHSE.688516,555,90.01,49955.55,,
2026-01-23,BUY,SZSE.001337,995,50.23,49978.85,,
2026-01-23,BUY,SZSE.002716,3041,16.44,49994.04,,
2026-01-26,SELL,SZSE.301171,839,63.0,52857.0,2860.989999999998,5.7224366504446955
2026-01-26,SELL,SZSE.300244,1889,26.23,49548.47,-434.47000000000116,-0.8692365835223037
2026-01-26,SELL,SZSE.002716,3665,18.08,66263.2,16272.599999999999,32.55131964809381
2026-01-26,SELL,SHSE.688525,262,180.6,47317.2,-2557.12000000001,-5.127127547804166
2026-01-26,SELL,SZSE.002716,4032,18.08,72898.56,22901.759999999995,45.806451612903196
2026-01-26,SELL,SHSE.601179,3198,16.15,51647.7,1662.9599999999919,3.3269353806781643
2026-01-26,SELL,SZSE.301171,768,63.0,48384.0,-1582.0800000000017,-3.1663080233630514
2026-01-26,SELL,SZSE.002131,4807,8.0,38456.0,-11536.800000000003,-23.076923076923084
2026-01-26,SELL,SZSE.002131,4807,8.0,38456.0,-11536.800000000003,-23.076923076923084
2026-01-26,SELL,SZSE.301171,614,63.0,38682.0,-11248.479999999996,-22.528283325135256
2026-01-26,SELL,SHSE.688387,2619,17.9,46880.1,-3116.6100000000006,-6.233630172865379
2026-01-26,SELL,SZSE.300244,1951,26.23,51174.73,1190.1100000000006,2.3809523809523725
2026-01-26,BUY,SZSE.002716,2765,18.08,49991.2,,
2026-01-26,BUY,SZSE.001337,904,55.25,49946.0,,
2026-01-26,BUY,SHSE.601212,4382,11.41,49998.62,,
2026-01-26,BUY,SZSE.000657,1010,49.47,49964.7,,
2026-01-27,SELL,SZSE.000657,1176,50.49,59376.240000000005,9384.48000000001,18.77205363443897
2026-01-27,SELL,SHSE.688525,266,186.3,49555.8,-399.0,-0.7987220447284393
2026-01-27,SELL,SZSE.002716,3333,17.64,58794.12,8799.120000000003,17.599999999999994
2026-01-27,SELL,SHSE.601179,3234,15.39,49771.26,-226.37999999999738,-0.4527813712807305
2026-01-27,BUY,SHSE.688766,196,255.0,49980.0,,
2026-01-27,BUY,SZSE.001337,822,60.78,49961.16,,
2026-01-27,BUY,SHSE.601212,3984,12.55,49999.200000000004,,
2026-01-27,BUY,SHSE.688726,741,67.46,49987.85999999999,,
2026-01-28,SELL,SZSE.002716,3041,19.4,58995.399999999994,9001.359999999993,18.00486618004864
2026-01-28,SELL,SZSE.001337,995,66.86,66525.7,16546.85,33.10770455902847
2026-01-28,SELL,SHSE.688516,555,98.0,54390.0,4434.449999999997,8.876791467614709
2026-01-28,SELL,SHSE.688525,268,191.35,51281.799999999996,1310.5199999999968,2.622546390646785
2026-01-28,BUY,SHSE.688516,510,98.0,49980.0,,
2026-01-28,BUY,SZSE.002716,2577,19.4,49993.799999999996,,
2026-01-28,BUY,SHSE.601212,3620,13.81,49992.200000000004,,
2026-01-28,BUY,SZSE.001337,747,66.86,49944.42,,
2026-01-29,BUY,SZSE.002716,2364,21.15,49998.6,,
2026-01-29,BUY,SZSE.001337,679,73.53,49926.87,,
2026-01-29,BUY,SHSE.601212,3291,15.19,49990.29,,
2026-01-29,BUY,SHSE.688516,517,96.56,49921.520000000004,,
2026-01-30,BUY,SHSE.688516,526,95.0,49970.0,,
2026-01-30,BUY,SHSE.688726,761,65.68,49982.48,,
2026-01-30,BUY,SZSE.002716,2626,19.04,49999.04,,
2026-01-30,BUY,SZSE.001337,755,66.18,49965.90000000001,,
2026-02-02,SELL,SZSE.001337,747,59.56,44491.32,-5453.0999999999985,-10.918336823212682
2026-02-02,SELL,SHSE.601212,3620,12.3,44526.0,-5466.200000000004,-10.934105720492393
2026-02-02,SELL,SZSE.002716,2577,17.14,44169.78,-5824.019999999997,-11.649484536082467
2026-02-02,SELL,SHSE.688516,510,96.87,49403.700000000004,-576.2999999999956,-1.153061224489793
2026-02-02,SELL,SHSE.688726,741,63.19,46823.79,-3164.0699999999924,-6.32967684553809
2026-02-02,SELL,SHSE.601212,3984,12.3,49003.200000000004,-996.0,-1.9920318725099584
2026-02-02,SELL,SZSE.001337,822,59.56,48958.32,-1002.8400000000038,-2.0072392234287584
2026-02-02,SELL,SHSE.688766,196,266.18,52171.28,2191.279999999999,4.3843137254901965
2026-02-02,SELL,SZSE.000657,1010,45.6,46056.0,-3908.699999999997,-7.822922983626435
2026-02-02,SELL,SHSE.601212,4382,12.3,53898.600000000006,3899.980000000003,7.800175284837874
2026-02-02,SELL,SZSE.001337,904,59.56,53842.240000000005,3896.2400000000052,7.800904977375578
2026-02-02,SELL,SZSE.002716,2765,17.14,47392.1,-2599.0999999999985,-5.199115044247771
2026-02-02,BUY,SZSE.001337,839,59.56,49970.840000000004,,
2026-02-02,BUY,SHSE.601212,4065,12.3,49999.5,,
2026-02-02,BUY,SHSE.688516,516,96.87,49984.920000000006,,
2026-02-02,BUY,SZSE.002716,2917,17.14,49997.380000000005,,
2026-02-03,SELL,SHSE.688516,517,116.24,60096.079999999994,10174.55999999999,20.381110190555084
2026-02-03,SELL,SHSE.601212,3291,11.07,36431.37,-13558.919999999998,-27.1231073074391
2026-02-03,SELL,SZSE.001337,679,56.06,38064.74,-11862.130000000005,-23.759009927920573
2026-02-03,SELL,SZSE.002716,2364,15.43,36476.52,-13522.080000000002,-27.04491725768321
2026-02-03,BUY,SHSE.688726,719,69.5,49970.5,,
2026-02-03,BUY,SHSE.688516,430,116.24,49983.2,,
2026-02-03,BUY,SHSE.688766,173,288.11,49843.03,,
2026-02-03,BUY,SHSE.600916,3849,12.99,49998.51,,
2026-02-04,SELL,SZSE.001337,755,51.05,38542.75,-11423.150000000009,-22.861891810214573
2026-02-04,SELL,SZSE.002716,2626,15.44,40545.44,-9453.599999999999,-18.907563025210084
2026-02-04,SELL,SHSE.688726,761,73.9,56237.9,6255.419999999998,12.51522533495737
2026-02-04,SELL,SHSE.688516,526,117.54,61826.04,11856.04,23.726315789473684
2026-02-04,BUY,SHSE.605376,499,100.1,49949.899999999994,,
2026-02-04,BUY,SZSE.002155,1391,35.92,49964.72,,
2026-02-04,BUY,SHSE.688726,676,73.9,49956.4,,
2026-02-04,BUY,SZSE.300017,2990,16.72,49992.799999999996,,
2026-02-05,BUY,SZSE.300017,2782,17.97,49992.53999999999,,
2026-02-05,BUY,SHSE.603103,1579,31.66,49991.14,,
2026-02-05,BUY,SHSE.600986,3221,15.52,49989.92,,
2026-02-05,BUY,SZSE.002155,1528,32.71,49980.880000000005,,
2026-02-06,BUY,SZSE.002155,1390,35.96,49984.4,,
2026-02-06,BUY,SHSE.688726,689,72.5,49952.5,,
2026-02-06,BUY,SHSE.688516,424,117.8,49947.2,,
2026-02-06,BUY,SHSE.603103,1497,33.4,49999.799999999996,,
