date,type,stock,shares,price,amount,pnl,return
2025-11-24,SELL,SHSE.603026,248,80.66,20003.68,-4925.279999999999,-19.757262236370877
2025-11-24,SELL,SZSE.001203,890,28.0,24920.0,-71.19999999999709,-0.2849002849002802
2025-11-24,SELL,SZSE.300475,129,126.9,16370.1,-8523.03,-34.23848266569933
2025-11-24,SELL,SHSE.600550,2016,9.61,19373.76,-5624.640000000003,-22.500000000000007
2025-11-24,SELL,SZSE.300821,1788,12.96,23172.480000000003,-1823.7599999999984,-7.296137339055786
2025-11-24,SELL,SZSE.001203,979,28.0,27412.0,2418.1299999999974,9.674892283587933
2025-11-24,SELL,SZSE.300475,128,126.9,16243.2,-8724.48,-34.94309443248231
2025-11-24,SELL,SZSE.001203,1077,28.0,30156.0,5158.829999999998,20.637656182679876
2025-11-24,SELL,SZSE.300390,620,49.98,30987.6,5989.199999999997,23.958333333333325
2025-11-24,SELL,SHSE.688472,1215,17.15,20837.25,-4143.149999999998,-16.585603112840463
2025-11-24,BUY,SZSE.300058,2325,10.75,24993.75,,
2025-11-24,BUY,SZSE.300008,2711,9.22,24995.420000000002,,
2025-11-24,BUY,SZSE.002153,2185,11.44,24996.399999999998,,
2025-11-24,BUY,SZSE.301171,580,43.08,24986.399999999998,,
2025-11-25,BUY,SHSE.688205,175,142.56,24948.0,,
2025-11-25,BUY,SZSE.300620,170,147.0,24990.0,,
2025-11-25,BUY,SZSE.301171,544,45.9,24969.6,,
2025-11-25,BUY,SZSE.300390,490,50.99,24985.100000000002,,
2025-11-26,BUY,SZSE.300456,593,42.09,24959.370000000003,,
2025-11-26,BUY,SZSE.002153,1847,13.53,24989.91,,
2025-11-26,BUY,SHSE.688205,187,133.03,24876.61,,
2025-11-26,BUY,SZSE.301171,559,44.67,24970.530000000002,,
2025-11-27,SELL,SZSE.002326,805,24.23,19505.15,-5474.0,-21.914276506606512
2025-11-27,SELL,SHSE.603663,698,31.85,22231.3,-2743.140000000003,-10.983789826718837
2025-11-27,SELL,SZSE.300390,418,50.13,20954.34,-4029.5200000000004,-16.12849255479337
2025-11-27,SELL,SZSE.300821,1733,13.75,23828.75,-1161.1100000000006,-4.6463245492371685
2025-11-27,BUY,SZSE.300456,515,48.48,24967.199999999997,,
2025-11-27,BUY,SZSE.301171,561,44.51,24970.11,,
2025-11-27,BUY,SHSE.688110,186,134.02,24927.72,,
2025-11-27,BUY,SZSE.300620,158,157.91,24949.78,,
2025-11-28,SELL,SZSE.000688,920,25.52,23478.399999999998,-1499.6000000000022,-6.0036832412523005
2025-11-28,SELL,SHSE.603026,260,92.45,24037.0,-951.5999999999985,-3.808136510248672
2025-11-28,SELL,SZSE.300821,1719,13.68,23515.92,-1478.3400000000001,-5.914718019257215
2025-11-28,SELL,SZSE.002326,865,25.69,22221.850000000002,-2750.699999999997,-11.014894354000692
2025-11-28,BUY,SZSE.301171,594,42.02,24959.88,,
2025-11-28,BUY,SHSE.688205,204,122.35,24959.399999999998,,
2025-11-28,BUY,SZSE.300620,162,153.8,24915.600000000002,,
2025-11-28,BUY,SZSE.300548,197,126.3,24881.1,,
2025-12-01,SELL,SZSE.300087,2116,11.53,24397.48,-592.4800000000032,-2.370872142252334
2025-12-01,SELL,SZSE.001203,803,30.1,24170.300000000003,-811.0299999999952,-3.2465445194471143
2025-12-01,SELL,SZSE.000688,936,24.72,23137.92,-1843.920000000002,-7.381041588609971
2025-12-01,SELL,SZSE.300390,510,55.06,28080.600000000002,3126.300000000003,12.52810136930309
2025-12-01,SELL,SHSE.601969,1889,11.68,22063.52,-2927.9500000000007,-11.715797430083153
2025-12-01,SELL,SZSE.000833,1127,20.07,22618.89,-2377.970000000001,-9.513074842200176
2025-12-01,SELL,SZSE.300821,1713,13.38,22919.940000000002,-2072.729999999996,-8.293351610692245
2025-12-01,SELL,SZSE.300390,410,55.06,22574.600000000002,-2410.7999999999956,-9.64883491959303
2025-12-01,SELL,SZSE.300821,1549,13.38,20725.620000000003,-4259.749999999996,-17.048977061376302
2025-12-01,SELL,SZSE.002326,833,25.0,20825.0,-4165.0,-16.666666666666664
2025-12-01,SELL,SZSE.000833,1121,20.07,22498.47,-2499.829999999998,-9.999999999999998
2025-12-01,SELL,SHSE.603026,276,92.23,25455.48,518.880000000001,2.0807969009408067
2025-12-01,BUY,SZSE.301171,617,40.48,24976.16,,
2025-12-01,BUY,SZSE.300620,165,151.02,24918.300000000003,,
2025-12-01,BUY,SHSE.688523,596,41.88,24960.480000000003,,
2025-12-01,BUY,SHSE.688048,223,111.85,24942.55,,
2025-12-02,BUY,SZSE.300620,173,144.18,24943.14,,
2025-12-02,BUY,SZSE.300456,427,58.43,24949.61,,
2025-12-02,BUY,SZSE.300102,1134,22.03,24982.02,,
2025-12-02,BUY,SZSE.002222,492,50.71423,24951.40116,,
2025-12-03,BUY,SHSE.688048,231,107.77,24894.87,,
2025-12-03,BUY,SZSE.300456,531,47.0,24957.0,,
2025-12-03,BUY,SZSE.300102,1253,19.94,24984.820000000003,,
2025-12-03,BUY,SHSE.688523,648,38.57,24993.36,,
2025-12-04,SELL,SZSE.301171,580,36.65,21257.0,-3729.399999999998,-14.925719591457753
2025-12-04,SELL,SZSE.002153,2185,10.83,23663.55,-1332.8499999999985,-5.332167832167823
2025-12-04,SELL,SZSE.300008,2711,7.8,21145.8,-3849.6200000000026,-15.401301518438181
2025-12-04,SELL,SZSE.300058,2325,9.19,21366.75,-3627.0,-14.511627906976754
2025-12-04,BUY,SZSE.300456,534,46.75,24964.5,,
2025-12-04,BUY,SHSE.688523,588,42.51,24995.879999999997,,
2025-12-04,BUY,SZSE.300102,1192,20.96,24984.32,,
2025-12-04,BUY,SZSE.301550,229,109.16,24997.64,,
2025-12-05,SELL,SZSE.300390,490,48.03,23534.7,-1450.4000000000015,-5.805059815650127
2025-12-05,SELL,SZSE.301171,544,37.4,20345.6,-4624.0,-18.518518518518523
2025-12-05,SELL,SZSE.300620,170,145.72,24772.4,-217.59999999999854,-0.8707482993197235
2025-12-05,SELL,SHSE.688205,175,121.5,21262.5,-3685.5,-14.77272727272727
2025-12-05,BUY,SZSE.300102,1046,23.88,24978.48,,
2025-12-05,BUY,SHSE.688048,194,128.82,24991.079999999998,,
2025-12-05,BUY,SZSE.300115,577,43.31,24989.870000000003,,
2025-12-05,BUY,SZSE.300456,518,48.18,24957.24,,
2025-12-08,SELL,SZSE.300548,197,133.3,26260.100000000002,1379.0000000000036,5.542359461599378
2025-12-08,SELL,SZSE.300620,162,167.25,27094.5,2178.899999999998,8.745123537061117
2025-12-08,SELL,SHSE.688205,204,137.52,28054.08,3094.680000000004,12.398855741724567
2025-12-08,SELL,SZSE.301171,594,38.18,22678.92,-2280.9600000000028,-9.138505473584013
2025-12-08,SELL,SZSE.300620,158,167.25,26425.5,1475.7200000000012,5.914761573047933
2025-12-08,SELL,SHSE.688110,186,124.19,23099.34,-1828.380000000001,-7.334726160274596
2025-12-08,SELL,SZSE.301171,561,38.18,21418.98,-3551.130000000001,-14.221523253201529
2025-12-08,SELL,SZSE.300456,515,53.65,27629.75,2662.550000000003,10.664191419141922
2025-12-08,SELL,SZSE.301171,559,38.18,21342.62,-3627.9100000000035,-14.528766509961944
2025-12-08,SELL,SHSE.688205,187,137.52,25716.24,839.630000000001,3.375178531158385
2025-12-08,SELL,SZSE.002153,1847,11.16,20612.52,-4377.389999999999,-17.516629711751662
2025-12-08,SELL,SZSE.300456,593,53.65,31814.45,6855.079999999998,27.46495604656687
2025-12-08,BUY,SHSE.603327,1840,13.58,24987.2,,
2025-12-08,BUY,SHSE.688523,588,42.45,24960.600000000002,,
2025-12-08,BUY,SHSE.688048,168,148.48,24944.64,,
2025-12-08,BUY,SZSE.300394,105,236.9,24874.5,,
2025-12-09,BUY,SHSE.603327,1720,14.53,24991.6,,
2025-12-09,BUY,SZSE.300102,951,26.28,24992.280000000002,,
2025-12-09,BUY,SZSE.300456,453,55.12,24969.36,,
2025-12-09,BUY,SHSE.600151,1685,14.83,24988.55,,
2025-12-10,BUY,SHSE.600151,1750,14.28,24990.0,,
2025-12-10,BUY,SZSE.002353,343,72.71,24939.53,,
2025-12-10,BUY,SZSE.300102,964,25.92,24986.88,,
2025-12-10,BUY,SHSE.603327,1854,13.48,24991.920000000002,,
2025-12-11,SELL,SHSE.688048,223,148.0,33004.0,8061.450000000001,32.320071524363
2025-12-11,SELL,SHSE.688523,596,38.95,23214.2,-1746.2800000000025,-6.996179560649473
2025-12-11,SELL,SZSE.300620,165,170.01,28051.649999999998,3133.349999999995,12.574493444576863
2025-12-11,SELL,SZSE.301171,617,35.25,21749.25,-3226.91,-12.91996047430829
2025-12-11,BUY,SHSE.600151,1785,14.0,24990.0,,
2025-12-11,BUY,SHSE.601399,5307,4.71,24995.97,,
2025-12-11,BUY,SZSE.002353,344,72.47,24929.68,,
2025-12-11,BUY,SZSE.300751,138,181.1,24991.8,,
2025-12-12,SELL,SZSE.002222,492,64.04169,31508.51148,6557.11032,26.279527462016095
2025-12-12,SELL,SZSE.300102,1134,26.32,29846.88,4864.860000000001,19.473445301861105
2025-12-12,SELL,SZSE.300456,427,62.33,26614.91,1665.2999999999993,6.674653431456434
2025-12-12,SELL,SZSE.300620,173,174.12,30122.760000000002,5179.620000000003,20.765709529754474
2025-12-12,BUY,SHSE.600151,1623,15.4,24994.2,,
2025-12-12,BUY,SZSE.300102,949,26.32,24977.68,,
2025-12-12,BUY,SHSE.601399,4826,5.18,24998.68,,
2025-12-12,BUY,SZSE.300394,116,215.16,24958.56,,
2025-12-15,SELL,SZSE.300456,518,65.3,33825.4,8868.16,35.533416355334154
2025-12-15,SELL,SZSE.300115,577,36.79,21227.829999999998,-3762.0400000000045,-15.05425998614639
2025-12-15,SELL,SHSE.688048,194,144.5,28033.0,3041.920000000002,12.172022977798491
2025-12-15,SELL,SZSE.300102,1046,24.82,25961.72,983.2400000000016,3.936348408710222
2025-12-15,SELL,SZSE.301550,229,107.89,24706.81,-290.8299999999981,-1.1634298277757416
2025-12-15,SELL,SZSE.300102,1192,24.82,29585.44,4601.119999999999,18.416030534351147
2025-12-15,SELL,SHSE.688523,588,41.74,24543.120000000003,-452.75999999999476,-1.8113385085862022
2025-12-15,SELL,SZSE.300456,534,65.3,34870.2,9905.699999999997,39.67914438502673
2025-12-15,SELL,SHSE.688523,648,41.74,27047.52,2054.16,8.218822919367398
2025-12-15,SELL,SZSE.300102,1253,24.82,31099.46,6114.639999999996,24.47342026078234
2025-12-15,SELL,SZSE.300456,531,65.3,34674.299999999996,9717.299999999996,38.936170212765944
2025-12-15,SELL,SHSE.688048,231,144.5,33379.5,8484.630000000001,34.08184095759488
2025-12-15,BUY,SZSE.300751,154,162.06,24957.24,,
2025-12-15,BUY,SHSE.600151,1475,16.94,24986.500000000004,,
2025-12-15,BUY,SHSE.688048,173,144.5,24998.5,,
2025-12-15,BUY,SHSE.601399,4646,5.38,24995.48,,
2025-12-16,BUY,SZSE.003031,367,68.07,24981.69,,
2025-12-16,BUY,SZSE.300751,158,157.6,24900.8,,
2025-12-16,BUY,SZSE.000901,980,25.5,24990.0,,
2025-12-16,BUY,SHSE.688270,221,112.68,24902.280000000002,,
2025-12-17,BUY,SZSE.003031,333,74.88,24935.039999999997,,
2025-12-17,BUY,SHSE.601399,4699,5.32,24998.68,,
2025-12-17,BUY,SZSE.002149,802,31.17,24998.34,,
2025-12-17,BUY,SZSE.301205,143,174.0,24882.0,,
2025-12-18,SELL,SZSE.300394,105,218.81,22975.05,-1899.4500000000007,-7.636133389615873
2025-12-18,SELL,SHSE.688048,168,142.13,23877.84,-1066.7999999999993,-4.276670258620685
2025-12-18,SELL,SHSE.688523,588,44.6,26224.8,1264.199999999997,5.064782096584208
2025-12-18,SELL,SHSE.603327,1840,10.66,19614.4,-5372.799999999999,-21.502209131075112
2025-12-18,BUY,SZSE.000950,3661,6.827125,24994.104625,,
2025-12-18,BUY,SHSE.600118,443,56.31,24945.33,,
2025-12-18,BUY,SZSE.002149,729,34.29,24997.41,,
2025-12-18,BUY,SZSE.003031,332,75.25,24983.0,,
2025-12-19,SELL,SHSE.600151,1685,18.88,31812.8,6824.25,27.30950775455159
2025-12-19,SELL,SZSE.300456,453,63.39,28715.670000000002,3746.3100000000013,15.003628447024674
2025-12-19,SELL,SZSE.300102,951,24.76,23546.760000000002,-1445.5200000000004,-5.78386605783866
2025-12-19,SELL,SHSE.603327,1720,10.93,18799.6,-6192.0,-24.77632484514797
2025-12-19,BUY,SHSE.603698,910,27.47,24997.7,,
2025-12-19,BUY,SHSE.600879,1383,18.07,24990.81,,
2025-12-19,BUY,SHSE.688270,221,112.99,24970.789999999997,,
2025-12-19,BUY,SZSE.002149,662,37.72,24970.64,,
2025-12-22,SELL,SZSE.300394,116,223.0,25868.0,909.4399999999987,3.6437999628183615
2025-12-22,SELL,SHSE.601399,4826,5.63,27170.38,2171.7000000000007,8.68725868725868
2025-12-22,SELL,SZSE.300102,949,23.96,22738.04,-2239.6399999999994,-8.966565349544076
2025-12-22,SELL,SHSE.600151,1623,17.84,28954.32,3960.119999999999,15.84415584415584
2025-12-22,SELL,SZSE.300751,138,161.02,22220.760000000002,-2771.0399999999972,-11.087796797349526
2025-12-22,SELL,SZSE.002353,344,69.99,24076.559999999998,-853.1200000000026,-3.422105698909894
2025-12-22,SELL,SHSE.601399,5307,5.63,29878.41,4882.439999999999,19.532908704883223
2025-12-22,SELL,SHSE.600151,1785,17.84,31844.4,6854.4000000000015,27.428571428571423
2025-12-22,SELL,SHSE.603327,1854,11.02,20431.079999999998,-4560.840000000004,-18.249258160237392
2025-12-22,SELL,SZSE.300102,964,23.96,23097.440000000002,-1889.4399999999987,-7.561728395061729
2025-12-22,SELL,SZSE.002353,343,69.99,24006.57,-932.9599999999991,-3.740888461009484
2025-12-22,SELL,SHSE.600151,1750,17.84,31220.0,6230.0,24.92997198879552
2025-12-22,BUY,SHSE.688270,222,112.49,24972.78,,
2025-12-22,BUY,SHSE.600151,1401,17.84,24993.84,,
2025-12-22,BUY,SZSE.301205,144,173.1,24926.399999999998,,
2025-12-22,BUY,SHSE.600879,1435,17.41,24983.35,,
2025-12-23,BUY,SHSE.688270,231,108.1,24971.1,,
2025-12-23,BUY,SZSE.002536,786,31.79,24986.94,,
2025-12-23,BUY,SZSE.301205,134,186.39,24976.26,,
2025-12-23,BUY,SHSE.603698,808,30.93,24991.44,,
2025-12-24,BUY,SZSE.002149,595,42.0,24990.0,,
2025-12-24,BUY,SZSE.002536,803,31.11,24981.329999999998,,
2025-12-24,BUY,SZSE.301205,138,180.29,24880.02,,
2025-12-24,BUY,SZSE.002837,224,111.17,24902.08,,
2025-12-25,SELL,SHSE.601399,4646,5.14,23880.44,-1115.0400000000009,-4.460966542750933
2025-12-25,SELL,SHSE.688048,173,158.64,27444.719999999998,2446.2199999999975,9.78546712802768
2025-12-25,SELL,SHSE.600151,1475,16.45,24263.75,-722.7500000000036,-2.892561983471087
2025-12-25,SELL,SZSE.300751,154,174.96,26943.84,1986.5999999999985,7.960014809329885
2025-12-25,BUY,SZSE.002536,745,33.55,24994.749999999996,,
2025-12-25,BUY,SZSE.002149,541,46.2,24994.2,,
2025-12-25,BUY,SHSE.688270,187,133.5,24964.5,,
2025-12-25,BUY,SZSE.301205,140,178.39,24974.6,,
2025-12-26,SELL,SHSE.688270,221,138.0,30498.0,5595.7199999999975,22.47071352502661
2025-12-26,SELL,SZSE.000901,980,25.13,24627.399999999998,-362.6000000000022,-1.4509803921568643
2025-12-26,SELL,SZSE.300751,158,171.1,27033.8,2133.0,8.565989847715727
2025-12-26,SELL,SZSE.003031,367,76.86,28207.62,3225.9300000000003,12.913177611282523
2025-12-26,BUY,SHSE.688387,2057,12.15,24992.55,,
2025-12-26,BUY,SHSE.600118,312,80.0,24960.0,,
2025-12-26,BUY,SHSE.600179,3816,6.55,24994.8,,
2025-12-26,BUY,SZSE.002149,534,46.78,24980.52,,
2025-12-29,SELL,SZSE.002149,662,44.71,29598.02,4627.380000000001,18.53128313891834
2025-12-29,SELL,SHSE.688270,221,128.14,28318.94,3348.1500000000015,13.408266218249398
2025-12-29,SELL,SHSE.600879,1383,19.28,26664.24,1673.4300000000003,6.696181516325406
2025-12-29,SELL,SHSE.603698,910,37.11,33770.1,8772.399999999998,35.09282854022571
2025-12-29,SELL,SZSE.003031,332,76.65,25447.800000000003,464.8000000000029,1.8604651162790864
2025-12-29,SELL,SZSE.002149,729,44.71,32593.59,7596.18,30.387868183143784
2025-12-29,SELL,SHSE.600118,443,88.0,38984.0,14038.669999999998,56.2777481797194
2025-12-29,SELL,SZSE.000950,3661,6.070767,22225.077987,-2769.0266379999994,-11.078719080139876
2025-12-29,SELL,SZSE.301205,143,171.6,24538.8,-343.2000000000007,-1.379310344827589
2025-12-29,SELL,SZSE.002149,802,44.71,35857.42,10859.079999999998,43.4392043631697
2025-12-29,SELL,SHSE.601399,4699,4.86,22837.140000000003,-2161.5399999999972,-8.64661654135338
2025-12-29,SELL,SZSE.003031,333,76.65,25524.45,589.4100000000035,2.3637820512820706
2025-12-29,BUY,SZSE.002149,559,44.71,24992.89,,
2025-12-29,BUY,SZSE.301611,292,85.5,24966.0,,
2025-12-29,BUY,SHSE.600118,284,88.0,24992.0,,
2025-12-29,BUY,SHSE.600783,1077,23.21,24997.170000000002,,
2025-12-30,BUY,SZSE.301611,287,87.01,24971.870000000003,,
2025-12-30,BUY,SZSE.002837,220,113.2,24904.0,,
2025-12-30,BUY,SZSE.300136,471,53.0,24963.0,,
2025-12-30,BUY,SHSE.600179,4553,5.49,24995.97,,
2025-12-31,BUY,SZSE.002149,549,45.51,24984.989999999998,,
2025-12-31,BUY,SHSE.688387,1937,12.9,24987.3,,
2025-12-31,BUY,SHSE.603698,645,38.75,24993.75,,
2025-12-31,BUY,SZSE.002163,1048,23.84,24984.32,,
2026-01-05,SELL,SZSE.002149,534,46.03,24580.02,-400.5,-1.6032492518170183
2026-01-05,SELL,SHSE.600179,3816,5.2,19843.2,-5151.5999999999985,-20.610687022900752
2026-01-05,SELL,SHSE.600118,312,99.45,31028.4,6068.4000000000015,24.312500000000004
2026-01-05,SELL,SHSE.688387,2057,12.7,26123.899999999998,1131.3499999999985,4.526748971193406
2026-01-05,SELL,SZSE.301205,140,169.31,23703.4,-1271.199999999997,-5.08997141095352
2026-01-05,SELL,SHSE.688270,187,125.37,23444.190000000002,-1520.3099999999977,-6.089887640449431
2026-01-05,SELL,SZSE.002149,541,46.03,24902.23,-91.97000000000116,-0.3679653679653727
2026-01-05,SELL,SZSE.002536,745,30.81,22953.45,-2041.2999999999956,-8.16691505216095
2026-01-05,SELL,SZSE.002837,224,106.0,23744.0,-1158.0800000000017,-4.650535216335339
2026-01-05,SELL,SZSE.301205,138,169.31,23364.78,-1515.2400000000016,-6.090188030395471
2026-01-05,SELL,SZSE.002536,803,30.81,24740.43,-240.89999999999782,-0.9643201542912316
2026-01-05,SELL,SZSE.002149,595,46.03,27387.850000000002,2397.850000000002,9.595238095238102
2026-01-05,SELL,SHSE.603698,808,38.4,31027.199999999997,6035.759999999998,24.151309408341405
2026-01-05,SELL,SZSE.301205,134,169.31,22687.54,-2288.7199999999975,-9.163581737217651
2026-01-05,SELL,SZSE.002536,786,30.81,24216.66,-770.2799999999988,-3.0827304183705606
2026-01-05,SELL,SHSE.688270,231,125.37,28960.47,3989.3700000000026,15.97594819611472
2026-01-05,SELL,SHSE.600879,1435,21.75,31211.25,6227.9000000000015,24.928202182653635
2026-01-05,SELL,SZSE.301205,144,169.31,24380.64,-545.7599999999984,-2.189485846331596
2026-01-05,SELL,SHSE.600151,1401,19.31,27053.309999999998,2059.4699999999975,8.239910313901344
2026-01-05,SELL,SHSE.688270,222,125.37,27832.14,2859.3600000000006,11.449906658369645
2026-01-05,BUY,SHSE.603698,651,38.4,24998.399999999998,,
2026-01-05,BUY,SHSE.600118,251,99.45,24961.95,,
2026-01-05,BUY,SHSE.600783,1123,22.26,24997.980000000003,,
2026-01-05,BUY,SZSE.300058,1808,13.82,24986.56,,
2026-01-06,BUY,SHSE.600783,1020,24.49,24979.8,,
2026-01-06,BUY,SHSE.688523,334,74.63,24926.42,,
2026-01-06,BUY,SHSE.601698,578,43.23,24986.94,,
2026-01-06,BUY,SZSE.301611,250,99.81,24952.5,,
2026-01-07,BUY,SHSE.600783,927,26.94,24973.38,,
2026-01-07,BUY,SHSE.600118,249,100.23,24957.27,,
2026-01-07,BUY,SZSE.301363,601,41.56,24977.56,,
2026-01-07,BUY,SZSE.300136,373,67.01,24994.730000000003,,
2026-01-08,SELL,SHSE.600783,1077,29.63,31911.51,6914.3399999999965,27.660491167600163
2026-01-08,SELL,SHSE.600118,284,102.0,28968.0,3976.0,15.909090909090917
2026-01-08,SELL,SZSE.301611,292,118.76,34677.92,9711.919999999998,38.900584795321635
2026-01-08,SELL,SZSE.002149,559,49.4,27614.6,2621.709999999999,10.489823305748146
2026-01-08,BUY,SZSE.300136,328,76.2,24993.600000000002,,
2026-01-08,BUY,SZSE.000559,1350,18.51,24988.500000000004,,
2026-01-08,BUY,SZSE.300058,1660,15.06,24999.600000000002,,
2026-01-08,BUY,SHSE.600118,245,102.0,24990.0,,
2026-01-09,SELL,SHSE.600179,4553,5.15,23447.95,-1548.0200000000004,-6.193078324225865
2026-01-09,SELL,SZSE.300136,471,75.15,35395.65,10432.650000000001,41.79245283018869
2026-01-09,SELL,SZSE.002837,220,102.19,22481.8,-2422.2000000000007,-9.726148409893998
2026-01-09,SELL,SZSE.301611,287,122.32,35105.84,10133.969999999994,40.581542351453834
2026-01-09,BUY,SHSE.601698,510,48.98,24979.8,,
2026-01-09,BUY,SHSE.688523,313,79.62,24921.06,,
2026-01-09,BUY,SZSE.300136,332,75.15,24949.800000000003,,
2026-01-09,BUY,SZSE.000559,1259,19.85,24991.15,,
2026-01-12,SELL,SZSE.002163,1048,20.01,20970.480000000003,-4013.8399999999965,-16.06543624161073
2026-01-12,SELL,SHSE.603698,645,48.4,31218.0,6224.25,24.903225806451612
2026-01-12,SELL,SHSE.688387,1937,19.01,36822.37,11835.070000000003,47.36434108527132
2026-01-12,SELL,SZSE.002149,549,51.61,28333.89,3348.9000000000015,13.403647549989017
2026-01-12,BUY,SZSE.300058,1212,20.62,24991.440000000002,,
2026-01-12,BUY,SHSE.688523,275,90.76,24959.0,,
2026-01-12,BUY,SHSE.601698,463,53.88,24946.440000000002,,
2026-01-12,BUY,SZSE.300136,300,83.11,24933.0,,
2026-01-13,BUY,SHSE.601698,515,48.49,24972.350000000002,,
2026-01-13,BUY,SZSE.301293,264,94.63,24982.32,,
2026-01-13,BUY,SZSE.002465,1033,24.2,24998.6,,
2026-01-13,BUY,SZSE.002195,2085,11.99,24999.15,,
2026-01-14,BUY,SZSE.301171,307,81.32,24965.239999999998,,
2026-01-14,BUY,SHSE.600783,704,35.5,24992.0,,
2026-01-14,BUY,SZSE.002195,1895,13.19,24995.05,,
2026-01-14,BUY,SZSE.002202,748,33.38,24968.24,,
2026-01-15,SELL,SZSE.300058,1808,18.41,33285.28,8298.719999999998,33.21273516642547
2026-01-15,SELL,SHSE.600783,1123,31.95,35879.85,10881.869999999995,43.530997304582186
2026-01-15,SELL,SHSE.600118,251,106.83,26814.329999999998,1852.3799999999974,7.420814479638005
2026-01-15,SELL,SHSE.603698,651,38.25,24900.75,-97.64999999999782,-0.390625
2026-01-15,BUY,SZSE.002195,2106,11.87,24998.219999999998,,
2026-01-15,BUY,SZSE.300058,1357,18.41,24982.37,,
2026-01-15,BUY,SZSE.300170,815,30.65,24979.75,,
2026-01-15,BUY,SHSE.688375,184,135.39,24911.76,,
2026-01-16,SELL,SZSE.301611,250,139.07,34767.5,9815.0,39.334735998396944
2026-01-16,SELL,SHSE.601698,578,40.16,23212.48,-1774.4599999999991,-7.101549849641453
2026-01-16,SELL,SHSE.688523,334,64.24,21456.16,-3470.2599999999984,-13.922015275358435
2026-01-16,SELL,SHSE.600783,1020,28.76,29335.2,4355.4000000000015,17.43568803593305
2026-01-16,BUY,SHSE.688387,1261,19.81,24980.41,,
2026-01-16,BUY,SHSE.688270,127,195.4,24815.8,,
2026-01-16,BUY,SHSE.688375,182,137.16,24963.12,,
2026-01-16,BUY,SZSE.300244,989,25.27,24992.03,,
2026-01-19,SELL,SZSE.000559,1259,19.42,24449.780000000002,-541.369999999999,-2.1662468513853894
2026-01-19,SELL,SZSE.300136,332,78.25,25979.0,1029.199999999997,4.125083166999333
2026-01-19,SELL,SHSE.688523,313,66.17,20711.21,-4209.850000000002,-16.892740517457927
2026-01-19,SELL,SHSE.601698,510,39.79,20292.899999999998,-4686.9000000000015,-18.76276031033074
2026-01-19,SELL,SHSE.600118,245,104.89,25698.05,708.0499999999993,2.833333333333332
2026-01-19,SELL,SZSE.300058,1660,16.91,28070.6,3070.9999999999964,12.284196547144743
2026-01-19,SELL,SZSE.000559,1350,19.42,26217.000000000004,1228.5,4.916261480280926
2026-01-19,SELL,SZSE.300136,328,78.25,25666.0,672.3999999999978,2.690288713910749
2026-01-19,SELL,SZSE.300136,373,78.25,29187.25,4192.519999999997,16.773615878227123
2026-01-19,SELL,SZSE.301363,601,32.45,19502.45,-5475.110000000001,-21.920115495668913
2026-01-19,SELL,SHSE.600118,249,104.89,26117.61,1160.3400000000001,4.649306594831892
2026-01-19,SELL,SHSE.600783,927,26.01,24111.27,-862.1100000000006,-3.452115812917589
2026-01-19,BUY,SZSE.300244,975,25.62,24979.5,,
2026-01-19,BUY,SHSE.688387,1309,19.09,24988.81,,
2026-01-19,BUY,SZSE.301171,307,81.32,24965.239999999998,,
2026-01-19,BUY,SZSE.002131,2403,10.4,24991.2,,
2026-01-20,BUY,SZSE.002131,2403,10.4,24991.2,,
2026-01-20,BUY,SZSE.301171,384,65.06,24983.04,,
2026-01-20,BUY,SHSE.601179,1599,15.63,24992.370000000003,,
2026-01-20,BUY,SZSE.002716,2016,12.4,24998.4,,
2026-01-21,BUY,SHSE.688525,131,190.36,24937.160000000003,,
2026-01-21,BUY,SZSE.002716,1832,13.64,24988.48,,
2026-01-21,BUY,SZSE.300244,944,26.46,24978.24,,
2026-01-21,BUY,SZSE.301171,419,59.59,24968.210000000003,,
2026-01-22,SELL,SZSE.300136,300,81.0,24300.0,-633.0,-2.538803994705807
2026-01-22,SELL,SHSE.601698,463,38.75,17941.25,-7005.190000000002,-28.080920564216783
2026-01-22,SELL,SHSE.688523,275,64.44,17721.0,-7238.0,-28.999559277214637
2026-01-22,SELL,SZSE.300058,1212,19.08,23124.96,-1866.4800000000032,-7.468477206595548
2026-01-22,BUY,SHSE.601179,1617,15.46,24998.82,,
2026-01-22,BUY,SZSE.002716,1666,15.0,24990.0,,
2026-01-22,BUY,SHSE.688525,133,187.8,24977.4,,
2026-01-22,BUY,SZSE.000657,588,42.51,24995.879999999997,,
2026-01-23,SELL,SZSE.002195,2085,10.51,21913.35,-3085.800000000003,-12.343619683069228
2026-01-23,SELL,SZSE.002465,1033,19.57,20215.81,-4782.789999999997,-19.132231404958677
2026-01-23,SELL,SZSE.301293,264,81.71,21571.44,-3410.880000000001,-13.653175525731797
2026-01-23,SELL,SHSE.601698,515,42.48,21877.199999999997,-3095.150000000005,-12.394308104763873
2026-01-23,BUY,SHSE.688525,134,186.46,24985.64,,
2026-01-23,BUY,SHSE.688516,277,90.01,24932.77,,
2026-01-23,BUY,SZSE.001337,497,50.23,24964.309999999998,,
2026-01-23,BUY,SZSE.002716,1520,16.44,24988.800000000003,,
2026-01-26,SELL,SZSE.300244,989,26.23,25941.47,949.4400000000023,3.798971111990501
2026-01-26,SELL,SHSE.688375,182,132.99,24204.18,-758.9399999999987,-3.0402449693788136
