date,type,stock,shares,price,amount,pnl,return
2025-09-22,SELL,SZSE.300450,415,58.89,24439.35,-514.6000000000022,-2.0621985697655165
2025-09-22,SELL,SHSE.688006,626,37.52315,23489.4919,-1499.332599999998,-6.000012525599196
2025-09-22,SELL,SZSE.002074,534,44.57,23800.38,-1169.4599999999991,-4.6834901625320775
2025-09-22,SELL,SHSE.688006,605,37.52315,22701.50575,-2288.2612499999996,-9.156793058534717
2025-09-22,SELL,SZSE.300014,357,71.81,25636.170000000002,674.0838300000032,2.7004306667690825
2025-09-22,SELL,SHSE.600021,1202,19.66,23631.32,-1358.2599999999984,-5.435305435305427
2025-09-22,BUY,SZSE.300475,285,87.63951,24977.26035,,
2025-09-22,BUY,SZSE.300857,142,175.03,24854.26,,
2025-09-22,BUY,SZSE.001309,161,155.11,24972.710000000003,,
2025-09-22,BUY,SHSE.688698,289,86.37391,24962.059989999998,,
2025-09-23,BUY,SHSE.600170,7142,3.5,24997.0,,
2025-09-23,BUY,SZSE.300857,147,168.98,24840.059999999998,,
2025-09-23,BUY,SZSE.001309,146,170.62,24910.52,,
2025-09-23,BUY,SHSE.600699,670,37.3,24990.999999999996,,
2025-09-24,BUY,SZSE.300475,294,84.98013,24984.15822,,
2025-09-24,BUY,SHSE.600699,682,36.61,24968.02,,
2025-09-24,BUY,SZSE.300604,259,96.32,24946.879999999997,,
2025-09-24,BUY,SZSE.001309,137,182.0,24934.0,,
2025-09-25,SELL,SZSE.300450,449,65.07,29216.429999999997,4256.519999999997,17.053426875337262
2025-09-25,SELL,SZSE.002558,562,45.45,25542.9,572.7342000000026,2.293673997150636
2025-09-25,SELL,SHSE.688778,301,84.39,25401.39,472.5699999999997,1.895677372615312
2025-09-25,SELL,SZSE.002709,811,32.56332,26408.852519999997,1425.754219999999,5.706875115645671
2025-09-25,BUY,SZSE.300115,634,39.41,24985.94,,
2025-09-25,BUY,SHSE.688698,277,90.15794,24973.749379999997,,
2025-09-25,BUY,SHSE.603786,260,96.0,24960.0,,
2025-09-25,BUY,SHSE.603083,200,124.87,24974.0,,
2025-09-26,SELL,SHSE.603516,162,154.0,24948.0,0.0,0.0
2025-09-26,SELL,SZSE.300857,159,161.4,25662.600000000002,701.1900000000023,2.8090961207720255
2025-09-26,SELL,SHSE.600699,820,33.99,27871.800000000003,2878.2000000000044,11.515748031496065
2025-09-26,SELL,SHSE.603179,310,76.5,23715.0,-1209.0,-4.850746268656724
2025-09-26,BUY,SZSE.001309,145,172.3,24983.5,,
2025-09-26,BUY,SHSE.603786,251,99.3,24924.3,,
2025-09-26,BUY,SZSE.301308,177,141.0,24957.0,,
2025-09-26,BUY,SHSE.600629,1054,23.71,24990.34,,
2025-09-29,SELL,SZSE.002335,339,74.14,25133.46,152.54999999999927,0.6106663047903416
2025-09-29,SELL,SZSE.300857,152,181.17,27537.839999999997,2696.479999999996,10.854800220277783
2025-09-29,SELL,SHSE.603516,153,164.66,25192.98,278.4599999999991,1.1176615082289398
2025-09-29,SELL,SZSE.300475,322,84.2403,27125.376600000003,2166.554460000003,8.68051564231389
2025-09-29,SELL,SHSE.600170,6443,2.99,19264.57,-5734.27,-22.938144329896904
2025-09-29,SELL,SHSE.600699,677,35.1,23762.7,-1205.0600000000013,-4.826464208242953
2025-09-29,SELL,SHSE.600580,441,48.6,21432.600000000002,-3558.869999999999,-14.240338803599784
2025-09-29,SELL,SZSE.300475,331,84.2403,27883.5393,2895.5714499999995,11.587862876172217
2025-09-29,SELL,SHSE.600580,483,48.6,23473.8,-1497.300000000003,-5.996131528046423
2025-09-29,SELL,SHSE.600977,1255,15.43,19364.65,-5634.950000000001,-22.540160642570285
2025-09-29,SELL,SZSE.300475,318,84.2403,26788.4154,1863.0443400000004,7.474489890302172
2025-09-29,SELL,SHSE.603516,150,164.66,24699.0,-276.0,-1.1051051051051086
2025-09-29,BUY,SZSE.300115,602,41.46,24958.920000000002,,
2025-09-29,BUY,SZSE.001309,134,186.08,24934.72,,
2025-09-29,BUY,SZSE.300604,240,104.12,24988.800000000003,,
2025-09-29,BUY,SHSE.688332,162,154.18,24977.16,,
2025-09-30,BUY,SHSE.603786,239,104.58,24994.62,,
2025-09-30,BUY,SZSE.300115,599,41.68,24966.32,,
2025-09-30,BUY,SHSE.688698,262,95.2,24942.4,,
2025-09-30,BUY,SZSE.001309,122,204.69,24972.18,,
2025-10-09,SELL,SHSE.688332,162,165.89,26874.179999999997,1897.0199999999968,7.595018809184051
2025-10-09,SELL,SZSE.300604,240,95.54,22929.600000000002,-2059.2000000000007,-8.24049174029965
2025-10-09,SELL,SZSE.001309,134,208.08,27882.72,2948.0,11.822871883061058
2025-10-09,SELL,SZSE.300115,602,41.2,24802.4,-156.52000000000044,-0.6271104679208883
2025-10-09,SELL,SHSE.600629,1054,28.3,29828.2,4837.860000000001,19.35892028679882
2025-10-09,SELL,SZSE.301308,177,186.2,32957.4,8000.4000000000015,32.05673758865248
2025-10-09,SELL,SHSE.603786,251,100.55,25238.05,313.75,1.2588116817723982
2025-10-09,SELL,SZSE.001309,145,208.08,30171.600000000002,5188.100000000002,20.766105629715614
2025-10-09,SELL,SHSE.603083,200,115.02,23004.0,-1970.0,-7.888203731881161
2025-10-09,SELL,SHSE.603786,260,100.55,26143.0,1183.0,4.73958333333333
2025-10-09,SELL,SHSE.688698,277,91.21,25265.17,291.4206200000008,1.1669077620894974
2025-10-09,SELL,SZSE.300115,634,41.2,26120.800000000003,1134.8600000000042,4.5419944176605
2025-10-09,SELL,SZSE.001309,137,208.08,28506.960000000003,3572.9600000000028,14.329670329670341
2025-10-09,SELL,SZSE.300604,259,95.54,24744.86,-202.0199999999968,-0.8098006644518096
2025-10-09,SELL,SHSE.600699,682,34.24,23351.68,-1616.3400000000001,-6.473641081671666
2025-10-09,SELL,SZSE.300475,294,98.67692,29011.014479999998,4026.856259999997,16.11763832321742
2025-10-09,SELL,SHSE.600699,670,34.24,22940.800000000003,-2050.1999999999935,-8.203753351206423
2025-10-09,SELL,SZSE.001309,146,208.08,30379.68,5469.16,21.955222131051457
2025-10-09,SELL,SZSE.300857,147,175.05,25732.350000000002,892.2900000000045,3.59214108178485
2025-10-09,SELL,SHSE.600170,7142,3.09,22068.78,-2928.220000000001,-11.714285714285722
2025-10-09,SELL,SHSE.688698,289,91.21,26359.69,1397.6300100000008,5.599017110606663
2025-10-09,SELL,SZSE.001309,161,208.08,33500.880000000005,8528.170000000002,34.149958094255695
2025-10-09,SELL,SZSE.300857,142,175.05,24857.100000000002,2.8400000000037835,0.011426612580711648
2025-10-09,SELL,SZSE.300475,285,98.67692,28122.922199999997,3145.661849999997,12.594102819607267
2025-10-09,BUY,SZSE.300604,261,95.54,24935.940000000002,,
2025-10-09,BUY,SHSE.688123,163,153.03,24943.89,,
2025-10-09,BUY,SZSE.001309,120,208.08,24969.600000000002,,
2025-10-09,BUY,SHSE.688403,1274,19.61,24983.14,,
2025-10-10,SELL,SZSE.001309,122,198.0,24156.0,-816.1800000000003,-3.2683570277004192
2025-10-10,SELL,SHSE.688698,262,90.48,23705.760000000002,-1236.6399999999994,-4.957983193277304
2025-10-10,SELL,SZSE.300115,599,37.4,22402.6,-2563.720000000001,-10.268714011516323
2025-10-10,SELL,SHSE.603786,239,96.55,23075.45,-1919.1699999999983,-7.678332377127561
2025-10-10,BUY,SHSE.603156,726,34.42,24988.920000000002,,
2025-10-10,BUY,SHSE.600629,840,29.74,24981.6,,
2025-10-10,BUY,SZSE.001309,126,198.0,24948.0,,
2025-10-10,BUY,SHSE.688123,177,140.6,24886.2,,
2025-10-13,BUY,SHSE.600629,852,29.33,24989.16,,
2025-10-13,BUY,SHSE.603156,800,31.25,25000.0,,
2025-10-13,BUY,SHSE.688347,184,135.72,24972.48,,
2025-10-13,BUY,SZSE.300260,381,65.58,24985.98,,
2025-10-14,BUY,SHSE.600629,812,30.77,24985.239999999998,,
2025-10-14,BUY,SZSE.300260,334,74.78,24976.52,,
2025-10-14,BUY,SHSE.688347,203,122.99,24966.969999999998,,
2025-10-14,BUY,SHSE.603156,816,30.61,24977.76,,
2025-10-15,BUY,SHSE.600629,738,33.85,24981.3,,
2025-10-15,BUY,SHSE.688347,199,125.07,24888.93,,
2025-10-15,BUY,SHSE.601212,4629,5.4,24996.600000000002,,
2025-10-15,BUY,SZSE.301358,445,56.08,24955.6,,
2025-10-16,BUY,SHSE.601212,4208,5.94,24995.52,,
2025-10-16,BUY,SHSE.688347,206,121.15,24956.9,,
2025-10-16,BUY,SHSE.600531,1670,14.97,24999.9,,
2025-10-16,BUY,SHSE.600629,671,37.24,24988.04,,
2025-10-17,BUY,SZSE.300260,421,59.32,24973.72,,
2025-10-17,BUY,SZSE.000969,1278,19.56,24997.679999999997,,
2025-10-17,BUY,SHSE.600403,3787,6.6,24994.199999999997,,
2025-10-17,BUY,SHSE.603530,614,40.68,24977.52,,
2025-10-20,SELL,SHSE.688123,177,144.91,25649.07,762.869999999999,3.06543385490754
2025-10-20,SELL,SZSE.001309,126,181.04,22811.039999999997,-2136.9600000000028,-8.565656565656566
2025-10-20,SELL,SHSE.600629,840,37.21,31256.4,6274.800000000003,25.117686617350387
2025-10-20,SELL,SHSE.603156,726,29.69,21554.940000000002,-3433.9799999999996,-13.742010459035448
2025-10-20,SELL,SHSE.688403,1274,15.93,20294.82,-4688.32,-18.765935747067818
2025-10-20,SELL,SZSE.001309,120,181.04,21724.8,-3244.800000000003,-12.995001922337568
2025-10-20,SELL,SHSE.688123,163,144.91,23620.329999999998,-1323.5600000000013,-5.306149121087367
2025-10-20,SELL,SZSE.300604,261,82.05,21415.05,-3520.890000000003,-14.11974042285954
2025-10-20,BUY,SZSE.300260,420,59.46,24973.2,,
2025-10-20,BUY,SZSE.000969,1287,19.42,24993.54,,
2025-10-20,BUY,SHSE.600490,2941,8.5,24998.5,,
2025-10-20,BUY,SHSE.601212,4251,5.88,24995.88,,
2025-10-21,BUY,SZSE.000969,1211,20.63,24982.93,,
2025-10-21,BUY,SHSE.601212,4432,5.64,24996.48,,
2025-10-21,BUY,SHSE.600403,3128,7.99,24992.72,,
2025-10-21,BUY,SHSE.600629,610,40.93,24967.3,,
2025-10-22,BUY,SHSE.600629,678,36.84,24977.520000000004,,
2025-10-22,BUY,SZSE.000969,1172,21.33,24998.76,,
2025-10-22,BUY,SHSE.601126,946,26.42,24993.320000000003,,
2025-10-22,BUY,SHSE.600403,2844,8.79,24998.76,,
2025-10-23,SELL,SZSE.300260,381,57.32,21838.920000000002,-3147.0599999999977,-12.595303446172611
2025-10-23,SELL,SHSE.688347,184,110.85,20396.399999999998,-4576.080000000002,-18.324491600353674
2025-10-23,SELL,SHSE.603156,800,29.4,23520.0,-1480.0,-5.9200000000000035
2025-10-23,SELL,SHSE.600629,852,33.16,28252.319999999996,3263.159999999996,13.05830207978178
2025-10-23,BUY,SZSE.002320,1889,13.23,24991.47,,
2025-10-23,BUY,SHSE.601126,975,25.62,24979.5,,
2025-10-23,BUY,SHSE.600403,2585,9.67,24996.95,,
2025-10-23,BUY,SZSE.000620,10416,2.4,24998.399999999998,,
2025-10-24,SELL,SHSE.603156,816,29.51,24080.16,-897.5999999999985,-3.593596863769999
2025-10-24,SELL,SHSE.688347,203,127.5,25882.5,915.5300000000025,3.6669647938856853
2025-10-24,SELL,SZSE.300260,334,59.15,19756.1,-5220.420000000002,-20.90131051083177
2025-10-24,SELL,SHSE.600629,812,29.84,24230.079999999998,-755.1599999999999,-3.0224244393890154
2025-10-24,BUY,SZSE.002320,1853,13.49,24996.97,,
2025-10-24,BUY,SZSE.000620,9469,2.64,24998.16,,
2025-10-24,BUY,SZSE.300475,196,127.5402,24997.8792,,
2025-10-24,BUY,SHSE.601126,914,27.33,24979.62,,
2025-10-27,SELL,SHSE.603530,614,37.89,23264.46,-1713.0600000000013,-6.858407079646012
2025-10-27,SELL,SHSE.600403,3787,9.28,35143.36,10149.160000000003,40.6060606060606
2025-10-27,SELL,SZSE.000969,1278,20.89,26697.420000000002,1699.7400000000052,6.799591002044991
2025-10-27,SELL,SZSE.300260,421,59.4,25007.399999999998,33.67999999999665,0.13486176668913163
2025-10-27,SELL,SHSE.600629,671,26.86,18023.06,-6964.98,-27.873254564983895
2025-10-27,SELL,SHSE.600531,1670,12.25,20457.5,-4542.4000000000015,-18.169672678690716
2025-10-27,SELL,SHSE.688347,206,133.5,27501.0,2544.0999999999985,10.193974411886098
2025-10-27,SELL,SHSE.601212,4208,5.3,22302.399999999998,-2693.1200000000026,-10.77441077441078
2025-10-27,SELL,SZSE.301358,445,61.58,27403.1,2447.5,9.807417974322409
2025-10-27,SELL,SHSE.601212,4629,5.3,24533.7,-462.90000000000146,-1.85185185185186
2025-10-27,SELL,SHSE.688347,199,133.5,26566.5,1677.5699999999997,6.740225473734718
2025-10-27,SELL,SHSE.600629,738,26.86,19822.68,-5158.619999999999,-20.649926144756282
2025-10-27,BUY,SHSE.600403,2693,9.28,24991.039999999997,,
2025-10-27,BUY,SHSE.601608,3302,7.57,24996.14,,
2025-10-27,BUY,SZSE.301377,226,110.5582,24986.1532,,
2025-10-27,BUY,SZSE.000620,8620,2.9,24998.0,,
2025-10-28,BUY,SHSE.600403,2906,8.6,24991.6,,
2025-10-28,BUY,SHSE.601608,3225,7.75,24993.75,,
2025-10-28,BUY,SZSE.000620,7836,3.19,24996.84,,
2025-10-28,BUY,SHSE.688498,48,513.0,24624.0,,
2025-10-29,BUY,SHSE.600403,2930,8.53,24992.899999999998,,
2025-10-29,BUY,SZSE.301377,192,130.0005,24960.095999999998,,
2025-10-29,BUY,SZSE.300308,48,520.72,24994.56,,
2025-10-29,BUY,SZSE.300475,191,130.73,24969.429999999997,,
2025-10-30,SELL,SHSE.601212,4251,5.31,22572.809999999998,-2423.0700000000033,-9.693877551020414
2025-10-30,SELL,SHSE.600490,2941,8.18,24057.379999999997,-941.1200000000026,-3.764705882352948
2025-10-30,SELL,SZSE.000969,1287,23.25,29922.75,4929.209999999999,19.721936148300713
2025-10-30,SELL,SZSE.300260,420,64.46,27073.199999999997,2099.9999999999964,8.40901446350486
2025-10-30,BUY,SZSE.000620,9057,2.76,24997.32,,
2025-10-30,BUY,SZSE.301308,88,283.0,24904.0,,
2025-10-30,BUY,SZSE.301200,200,125.0,25000.0,,
2025-10-30,BUY,SZSE.301377,182,137.1519,24961.645800000002,,
2025-10-31,SELL,SHSE.600629,610,23.02,14042.199999999999,-10925.1,-43.75763498656242
2025-10-31,SELL,SHSE.600403,3128,7.91,24742.48,-250.2400000000016,-1.0012515644555742
2025-10-31,SELL,SHSE.601212,4432,5.28,23400.960000000003,-1595.5199999999968,-6.382978723404243
2025-10-31,SELL,SZSE.000969,1211,21.24,25721.64,738.7099999999991,2.956858943286478
2025-10-31,BUY,SHSE.688183,229,108.8,24915.2,,
2025-10-31,BUY,SZSE.301377,204,122.5105,24992.142,,
2025-10-31,BUY,SZSE.300475,188,132.52,24913.760000000002,,
2025-10-31,BUY,SZSE.301308,95,261.31,24824.45,,
2025-11-03,SELL,SHSE.601126,914,27.95,25546.3,566.6800000000003,2.2685693377241245
2025-11-03,SELL,SZSE.300475,196,143.6,28145.6,3147.720799999999,12.591951400421198
2025-11-03,SELL,SZSE.000620,9469,2.73,25850.37,852.2099999999991,3.409090909090895
2025-11-03,SELL,SZSE.002320,1853,14.36,26609.079999999998,1612.109999999997,6.449221645663439
2025-11-03,SELL,SZSE.000620,10416,2.73,28435.68,3437.2800000000025,13.749999999999996
2025-11-03,SELL,SHSE.600403,2585,8.26,21352.1,-3644.850000000002,-14.581178903826263
2025-11-03,SELL,SHSE.601126,975,27.95,27251.25,2271.75,9.094457455113192
2025-11-03,SELL,SZSE.002320,1889,14.36,27126.039999999997,2134.569999999996,8.541194255479967
2025-11-03,SELL,SHSE.600403,2844,8.26,23491.44,-1507.3199999999997,-6.029579067121727
2025-11-03,SELL,SHSE.601126,946,27.95,26440.7,1447.3799999999974,5.791067373202119
2025-11-03,SELL,SZSE.000969,1172,21.24,24893.28,-105.47999999999956,-0.42194092827003704
2025-11-03,SELL,SHSE.600629,678,23.42,15878.760000000002,-9098.760000000002,-36.42779587404995
2025-11-03,BUY,SZSE.301308,89,278.99,24830.11,,
2025-11-03,BUY,SZSE.301377,212,117.4009,24888.9908,,
2025-11-03,BUY,SZSE.300475,174,143.6,24986.399999999998,,
2025-11-03,BUY,SHSE.688183,238,104.75,24930.5,,
2025-11-04,BUY,SHSE.688183,230,108.37,24925.100000000002,,
2025-11-04,BUY,SZSE.301377,210,119.0244,24995.124,,
2025-11-04,BUY,SZSE.000620,8333,3.0,24999.0,,
2025-11-04,BUY,SZSE.301308,94,263.77,24794.379999999997,,
2025-11-05,BUY,SZSE.300438,465,53.71,24975.15,,
2025-11-05,BUY,SZSE.000657,998,25.05,24999.9,,
2025-11-05,BUY,SZSE.300274,124,200.5,24862.0,,
2025-11-05,BUY,SHSE.688472,1174,21.28,24982.72,,
2025-11-06,SELL,SZSE.000620,8620,3.38,29135.6,4137.5999999999985,16.551724137931046
2025-11-06,SELL,SZSE.301377,226,118.0881,26687.9106,1701.7573999999986,6.8108019124768715
2025-11-06,SELL,SHSE.601608,3302,7.3,24104.6,-891.5400000000009,-3.566710700132103
2025-11-06,SELL,SHSE.600403,2693,8.15,21947.95,-3043.0899999999965,-12.176724137931028
2025-11-06,BUY,SZSE.300438,473,52.81,24979.13,,
2025-11-06,BUY,SZSE.001203,1166,21.44,24999.04,,
2025-11-06,BUY,SZSE.000555,1173,21.3,24984.9,,
2025-11-06,BUY,SHSE.688027,44,564.23,24826.120000000003,,
2025-11-07,SELL,SHSE.688498,48,590.13,28326.239999999998,3702.239999999998,15.035087719298247
2025-11-07,SELL,SZSE.000620,7836,3.16,24761.760000000002,-235.0799999999981,-0.940438871473348
2025-11-07,SELL,SHSE.601608,3225,7.19,23187.75,-1806.0,-7.225806451612893
2025-11-07,SELL,SHSE.600403,2906,8.29,24090.739999999998,-900.8600000000006,-3.6046511627907063
2025-11-07,BUY,SZSE.300438,475,52.61,24989.75,,
2025-11-07,BUY,SZSE.001203,1071,23.34,24997.14,,
2025-11-07,BUY,SZSE.300390,629,39.74,24996.460000000003,,
2025-11-07,BUY,SZSE.301358,303,82.48,24991.440000000002,,
2025-11-10,SELL,SZSE.301308,95,284.07,26986.649999999998,2162.199999999997,8.70996134858979
2025-11-10,SELL,SZSE.300475,188,195.82,36814.159999999996,11900.399999999994,47.76637488680953
2025-11-10,SELL,SZSE.301377,204,114.8013,23419.4652,-1572.676800000001,-6.292685116785901
2025-11-10,SELL,SHSE.688183,229,100.97,23122.13,-1793.0699999999997,-7.196691176470582
2025-11-10,SELL,SZSE.301377,182,114.8013,20893.8366,-4067.8092000000033,-16.29623796680907
2025-11-10,SELL,SZSE.301200,200,120.61,24122.0,-878.0,-3.512000000000004
2025-11-10,SELL,SZSE.301308,88,284.07,24998.16,94.15999999999985,0.37809187279151946
2025-11-10,SELL,SZSE.000620,9057,3.48,31518.36,6521.040000000001,26.086956521739136
2025-11-10,SELL,SZSE.300475,191,195.82,37401.619999999995,12432.189999999999,49.78964277518549
2025-11-10,SELL,SZSE.300308,48,490.0,23520.0,-1474.5600000000013,-5.899523736365042
2025-11-10,SELL,SZSE.301377,192,114.8013,22041.8496,-2918.2463999999964,-11.691647339817912
2025-11-10,SELL,SHSE.600403,2930,8.25,24172.5,-820.3999999999978,-3.282532239155911
2025-11-10,BUY,SHSE.688472,1131,22.09,24983.79,,
2025-11-10,BUY,SZSE.002163,1565,15.97,24993.05,,
2025-11-10,BUY,SZSE.300475,127,195.82,24869.14,,
2025-11-10,BUY,SZSE.000688,1195,20.92,24999.4,,
2025-11-11,BUY,SHSE.688472,1041,24.0,24984.0,,
2025-11-11,BUY,SZSE.300438,452,55.22,24959.44,,
2025-11-11,BUY,SZSE.002163,1595,15.67,24993.65,,
2025-11-11,BUY,SHSE.603530,481,51.88,24954.280000000002,,
2025-11-12,BUY,SHSE.688472,1215,20.56,24980.399999999998,,
2025-11-12,BUY,SZSE.300390,620,40.32,24998.4,,
2025-11-12,BUY,SZSE.001203,1077,23.21,24997.170000000002,,
2025-11-12,BUY,SZSE.300475,128,195.06,24967.68,,
2025-11-13,SELL,SHSE.688183,238,99.02,23566.76,-1363.7400000000016,-5.4701670644391465
2025-11-13,SELL,SZSE.300475,174,192.97,33576.78,8590.380000000001,34.38022284122564
2025-11-13,SELL,SZSE.301377,212,112.5502,23860.6424,-1028.348399999999,-4.131740046285836
2025-11-13,SELL,SZSE.301308,89,326.21,29032.69,4202.579999999998,16.925337825728516
2025-11-13,BUY,SZSE.001203,979,25.53,24993.870000000003,,
2025-11-13,BUY,SZSE.300821,1788,13.98,24996.24,,
2025-11-13,BUY,SHSE.600550,2016,12.4,24998.4,,
2025-11-13,BUY,SZSE.300475,129,192.97,24893.13,,
2025-11-14,SELL,SZSE.301308,94,291.07,27360.579999999998,2566.2000000000007,10.349926071956638
2025-11-14,SELL,SZSE.000620,8333,3.48,28998.84,3999.84,15.999999999999993
2025-11-14,SELL,SZSE.301377,210,110.5582,23217.222,-1777.9019999999982,-7.112995318606941
2025-11-14,SELL,SHSE.688183,230,94.12,21647.600000000002,-3277.5,-13.149395589185197
2025-11-14,BUY,SZSE.001203,890,28.08,24991.199999999997,,
2025-11-14,BUY,SHSE.603026,248,100.52,24928.96,,
2025-11-14,BUY,SZSE.300390,501,49.81,24954.81,,
2025-11-14,BUY,SZSE.300821,1905,13.12,24993.6,,
2025-11-17,SELL,SZSE.301358,303,83.6,25330.8,339.35999999999694,1.3579049466537318
2025-11-17,SELL,SZSE.300390,629,59.77,37595.33,12598.869999999999,50.4026170105687
2025-11-17,SELL,SZSE.001203,1071,30.89,33083.19,8086.050000000003,32.34790059982862
2025-11-17,SELL,SZSE.300438,475,56.92,27037.0,2047.25,8.19235886713554
2025-11-17,SELL,SHSE.688027,44,488.18,21479.920000000002,-3346.2000000000007,-13.478545983021107
2025-11-17,SELL,SZSE.000555,1173,18.94,22216.620000000003,-2768.279999999999,-11.07981220657277
2025-11-17,SELL,SZSE.001203,1166,30.89,36017.74,11018.699999999997,44.07649253731343
2025-11-17,SELL,SZSE.300438,473,56.92,26923.16,1944.0299999999988,7.782616928611996
2025-11-17,SELL,SHSE.688472,1174,20.22,23738.28,-1244.4400000000023,-4.9812030075188085
2025-11-17,SELL,SZSE.300274,124,183.79,22789.96,-2072.040000000001,-8.334164588528681
2025-11-17,SELL,SZSE.000657,998,22.82,22774.36,-2225.540000000001,-8.902195608782437
2025-11-17,SELL,SZSE.300438,465,56.92,26467.8,1492.6499999999978,5.976540681437359
2025-11-17,BUY,SZSE.300821,1733,14.42,24989.86,,
2025-11-17,BUY,SZSE.300390,418,59.77,24983.86,,
2025-11-17,BUY,SHSE.603663,698,35.78,24974.440000000002,,
2025-11-17,BUY,SZSE.002326,805,31.03,24979.15,,
2025-11-18,BUY,SZSE.002326,865,28.87,24972.55,,
2025-11-18,BUY,SZSE.300821,1719,14.54,24994.26,,
2025-11-18,BUY,SHSE.603026,260,96.11,24988.6,,
2025-11-18,BUY,SZSE.000688,920,27.15,24978.0,,
2025-11-19,BUY,SHSE.603026,276,90.35,24936.6,,
2025-11-19,BUY,SZSE.000833,1121,22.3,24998.3,,
2025-11-19,BUY,SZSE.002326,833,30.0,24990.0,,
2025-11-19,BUY,SZSE.300821,1549,16.13,24985.37,,
2025-11-20,SELL,SZSE.000688,1195,29.65,35431.75,10432.349999999999,41.730401529636694
2025-11-20,SELL,SZSE.300475,127,145.9,18529.3,-6339.84,-25.49279950975385
2025-11-20,SELL,SZSE.002163,1565,14.45,22614.25,-2378.7999999999993,-9.517845961177219
2025-11-20,SELL,SHSE.688472,1131,17.8,20131.8,-4851.990000000002,-19.42055228610231
2025-11-20,BUY,SZSE.300390,410,60.94,24985.399999999998,,
2025-11-20,BUY,SZSE.300821,1713,14.59,24992.67,,
2025-11-20,BUY,SZSE.000833,1127,22.18,24996.86,,
2025-11-20,BUY,SHSE.601969,1889,13.23,24991.47,,
2025-11-21,SELL,SHSE.603530,481,38.49,18513.690000000002,-6440.59,-25.809560524286812
2025-11-21,SELL,SZSE.002163,1595,13.56,21628.2,-3365.4500000000007,-13.465220165922142
2025-11-21,SELL,SZSE.300438,452,47.17,21320.84,-3638.5999999999985,-14.57805143064107
2025-11-21,SELL,SHSE.688472,1041,16.4,17072.399999999998,-7911.600000000002,-31.666666666666675
2025-11-21,BUY,SZSE.300390,510,48.93,24954.3,,
2025-11-21,BUY,SZSE.000688,936,26.69,24981.84,,
2025-11-21,BUY,SZSE.001203,803,31.11,24981.329999999998,,
2025-11-21,BUY,SZSE.300087,2116,11.81,24989.960000000003,,
2025-11-24,SELL,SZSE.300821,1905,12.96,24688.800000000003,-304.79999999999563,-1.2195121951219412
2025-11-24,SELL,SZSE.300390,501,49.98,25039.98,85.16999999999825,0.3412969283276279
